gX,gY,idx
2322.033898305084,1711.8644067796608,739
2322.033898305084,1796.610169491525,740
2322.033898305084,1881.3559322033896,741
2322.033898305084,1966.101694915254,742
2406.779661016949,-491.5254237288136,743
2406.779661016949,-406.7796610169492,744
2406.779661016949,-322.0338983050848,745
2406.779661016949,-237.28813559322043,746
2406.779661016949,-152.54237288135596,747
2406.779661016949,-67.7966101694916,748
2406.779661016949,16.949152542372758,749
2406.779661016949,101.69491525423724,750
2406.779661016949,186.4406779661017,751
2406.779661016949,271.18644067796595,752
2406.779661016949,355.9322033898304,753
2406.779661016949,440.6779661016949,754
2406.779661016949,525.4237288135591,755
2406.779661016949,610.1694915254236,756
2406.779661016949,694.9152542372881,757
2406.779661016949,779.6610169491523,758
2406.779661016949,864.4067796610168,759
2406.779661016949,949.1525423728812,760
2406.779661016949,1033.8983050847455,761
2406.779661016949,1118.6440677966102,762
2406.779661016949,1203.3898305084745,763
2406.779661016949,1457.6271186440677,764
2406.779661016949,1542.372881355932,765
2406.779661016949,1627.1186440677966,766
2406.779661016949,1711.8644067796608,767
2406.779661016949,1796.610169491525,768
2406.779661016949,1881.3559322033896,769
2406.779661016949,1966.101694915254,770
2491.5254237288136,-491.5254237288136,771
2491.5254237288136,-406.7796610169492,772
2491.5254237288136,-322.0338983050848,773
2491.5254237288136,-237.28813559322043,774
2491.5254237288136,-152.54237288135596,775
2491.5254237288136,-67.7966101694916,776
2491.5254237288136,16.949152542372758,777
2491.5254237288136,101.69491525423724,778
2491.5254237288136,186.4406779661017,779
2491.5254237288136,271.18644067796595,780
2491.5254237288136,355.9322033898304,781
2491.5254237288136,440.6779661016949,782
2491.5254237288136,525.4237288135591,783
2491.5254237288136,949.1525423728812,784
2491.5254237288136,1118.6440677966102,785
2491.5254237288136,1203.3898305084745,786
2491.5254237288136,1288.1355932203387,787
2491.5254237288136,1457.6271186440677,788
2491.5254237288136,1542.372881355932,789
2491.5254237288136,1881.3559322033896,790
2491.5254237288136,1966.101694915254,791
2576.2711864406774,-491.5254237288136,792
2576.2711864406774,-406.7796610169492,793
2576.2711864406774,-322.0338983050848,794
2576.2711864406774,-237.28813559322043,795
2576.2711864406774,-152.54237288135596,796
2576.2711864406774,-67.7966101694916,797
2576.2711864406774,16.949152542372758,798
2576.2711864406774,101.69491525423724,799
2576.2711864406774,186.4406779661017,800
2576.2711864406774,271.18644067796595,801
2576.2711864406774,355.9322033898304,802
2576.2711864406774,440.6779661016949,803
2576.2711864406774,525.4237288135591,804
2576.2711864406774,1118.6440677966102,805
2576.2711864406774,1203.3898305084745,806
2576.2711864406774,1288.1355932203387,807
2576.2711864406774,1372.8813559322034,808
2576.2711864406774,1457.6271186440677,809
2576.2711864406774,1542.372881355932,810
2661.016949152542,1118.6440677966102,811
2661.016949152542,1203.3898305084745,812
320.0,-300.0,1000
